Gsub_Geoalkalibacter_subterraneus_plasmid.2,121155,242122,UniRef50_D3SGE7,158035,159160	NZ_CP010312.1,121155,242122,UniRef50_D3SGE7,158035,159160
NZ_CP041613.1,4519128,4703796,UniRef50_A0A523YTI3,4694946,4695762	NZ_CP041613.1,4519128,4703796,UniRef50_A0A523YTI3,4694946,4695762
NZ_CP041613.1,4519128,4703796,UniRef50_A0A523YTI3,4694946,4695762	NZ_CP041602.1,4179940,4377598,UniRef50_A0A523YTI3,4357280,4358096
ENA|OLQB01000005|OLQB01000005.1,0,141777,UniRef50_A0A1Y4H4K2,134836,135799	ENA|OLQB01000005|OLQB01000005.1,0,141777,UniRef50_A0A1Y4H4K2,134836,135799
NZ_SBPH01000005.1,213540,351788,UniRef50_UPI00084ADA6A,320562,320847	NZ_SBPH01000005.1,213540,351788,UniRef50_UPI00084ADA6A,320562,320847
NZ_SBPH01000005.1,213540,351788,UniRef50_UPI00084ADA6A,320562,320847	NZ_MMAG01000002.1,234322,372513,UniRef50_UPI00084ADA6A,341287,341572
NZ_SBPH01000005.1,213540,351788,UniRef50_UPI00084ADA6A,320562,320847	ENA|JKDP01000005|JKDP01000005.1,83701,222006,UniRef50_UPI00084ADA6A,190780,191065
NZ_SBPH01000005.1,213540,351788,UniRef50_UPI00084ADA6A,320562,320847	NZ_MMGW01000003.1,207873,346178,UniRef50_UPI00084ADA6A,314952,315237
NZ_SBPH01000005.1,213540,351788,UniRef50_UPI00084ADA6A,320562,320847	NZ_KK322770.1,1092255,1230560,UniRef50_UPI00084ADA6A,1199334,1199619
NZ_SBPH01000005.1,213540,351788,UniRef50_UPI00084ADA6A,320562,320847	ENA|MMAM01000004|MMAM01000004.1,234217,372408,UniRef50_UPI00084ADA6A,341182,341467
NZ_SBPH01000005.1,213540,351788,UniRef50_UPI00084ADA6A,320562,320847	ENA|MRGY01000003|MRGY01000003.1,207798,346103,UniRef50_UPI00084ADA6A,314877,315162
NZ_SBPH01000005.1,213540,351788,UniRef50_UPI00084ADA6A,320562,320847	ENA|SBLV01000002|SBLV01000002.1,234282,372587,UniRef50_UPI00084ADA6A,341361,341646
ENA|OQFH01000115|OQFH01000115.1,0,50521,UniRef50_A0A0A7HF79,27157,27772	ENA|OQFH01000115|OQFH01000115.1,0,50521,UniRef50_A0A0A7HF79,27157,27772
ENA|SEQJ01000014|SEQJ01000014.1,0,72403,UniRef50_A0A1I6TFD7,25320,26148	ENA|SEQJ01000014|SEQJ01000014.1,0,72403,UniRef50_A0A1I6TFD7,25320,26148
ENA|SEQJ01000014|SEQJ01000014.1,0,72403,UniRef50_A0A1I6TFD7,25320,26148	ENA|SEQF01000019|SEQF01000019.1,0,78632,UniRef50_A0A1I6TFD7,10259,11087
ENA|SEQJ01000014|SEQJ01000014.1,0,72403,UniRef50_A0A1I6TFD7,25320,26148	ENA|RRAY01000031|RRAY01000031.1,0,91019,UniRef50_A0A1I6TFD7,28540,29368
ENA|SIPK01000001|SIPK01000001.1,594051,700507,UniRef50_A0A523YTI3,670172,672623	ENA|SIPK01000001|SIPK01000001.1,594051,700507,UniRef50_A0A523YTI3,670172,672623
ENA|SIPK01000001|SIPK01000001.1,594051,700507,UniRef50_A0A523YTI3,670172,672623	ENA|SIPP01000001|SIPP01000001.1,577756,684645,UniRef50_A0A523YTI3,653931,656382
ENA|SIPK01000001|SIPK01000001.1,594051,700507,UniRef50_A0A523YTI3,670172,672623	NZ_SIOM01000001.1,602376,709444,UniRef50_A0A523YTI3,678730,681181
ENA|SIPK01000001|SIPK01000001.1,594051,700507,UniRef50_A0A523YTI3,670172,672623	NZ_SIPX01000001.1,568573,676786,UniRef50_A0A523YTI3,645769,648220
ENA|SIPK01000001|SIPK01000001.1,594051,700507,UniRef50_A0A523YTI3,670172,672623	ENA|SIPE01000001|SIPE01000001.1,492185,611935,UniRef50_A0A523YTI3,605654,608105
NZ_FNJB01000002.1,279620,362622,UniRef50_B4SEW1,298841,299975	NZ_FNJB01000002.1,279620,362622,UniRef50_B4SEW1,298841,299975
NZ_FNJB01000002.1,279620,362622,UniRef50_B4SEW1,298841,299975	ENA|SNXU01000001|SNXU01000001.1,158509,241673,UniRef50_B4SEW1,221317,222451
NZ_BJLD01000001.1,175878,363497,UniRef50_A0A1I6TFD7,269163,270045	NZ_BJLD01000001.1,175878,363497,UniRef50_A0A1I6TFD7,269163,270045
NZ_BJLD01000001.1,175878,363497,UniRef50_A0A1I6TFD7,269163,270045	ENA|UFXV01000002|UFXV01000002.1,2503851,2691470,UniRef50_A0A1I6TFD7,2597136,2598018
ENA|OLWX01000279|OLWX01000279.1,0,33563,UniRef50_D2QHQ9,28191,29136	ENA|OLWX01000279|OLWX01000279.1,0,33563,UniRef50_D2QHQ9,28191,29136
NZ_UHIA01000003.1,492621,683813,UniRef50_A0A523YTI3,582626,584300	NZ_UHIA01000003.1,492621,683813,UniRef50_A0A523YTI3,582626,584300
ENA|UWDN01000373|UWDN01000373.1,653419,779111,UniRef50_A0A524AMH2,683100,683424	ENA|UWDN01000373|UWDN01000373.1,653419,779111,UniRef50_A0A524AMH2,683100,683424
ENA|OIWT01001145|OIWT01001145.1,0,33443,UniRef50_A0A416EIH2,22260,23154	ENA|OIWT01001145|OIWT01001145.1,0,33443,UniRef50_A0A416EIH2,22260,23154
ENA|OIWT01001145|OIWT01001145.1,0,33443,UniRef50_A0A416EIH2,22260,23154	ENA|ORUN01000314|ORUN01000314.1,0,60371,UniRef50_A0A416EIH2,29243,30137
ENA|OIWT01001145|OIWT01001145.1,0,33443,UniRef50_A0A416EIH2,22260,23154	ENA|UPFR01000278|UPFR01000278.1,0,63744,UniRef50_A0A416EIH2,17034,17928
ENA|OIWT01001145|OIWT01001145.1,0,33443,UniRef50_A0A416EIH2,22260,23154	ENA|UZQR01000082|UZQR01000082.1,0,99748,UniRef50_A0A416EIH2,44493,45387
ENA|OIWT01001145|OIWT01001145.1,0,33443,UniRef50_A0A416EIH2,22260,23154	ERZ919532.32837,0,93584,UniRef50_A0A416EIH2,39154,40048
ENA|OIWT01001145|OIWT01001145.1,0,33443,UniRef50_A0A416EIH2,22260,23154	ERZ914738.58697,0,65069,UniRef50_A0A416EIH2,45966,46860
ENA|OIWT01001145|OIWT01001145.1,0,33443,UniRef50_A0A416EIH2,22260,23154	ERZ916538.51510,0,45176,UniRef50_A0A416EIH2,19941,20835
ENA|OIWT01001145|OIWT01001145.1,0,33443,UniRef50_A0A416EIH2,22260,23154	ERZ925973.23415,8902,102154,UniRef50_A0A416EIH2,61909,62803
ENA|OIWT01001145|OIWT01001145.1,0,33443,UniRef50_A0A416EIH2,22260,23154	ENA|ORRK01000093|ORRK01000093.1,0,49853,UniRef50_A0A416EIH2,32813,33707
ENA|LZHQ01000034|LZHQ01000034.1,45193,201490,UniRef50_A0A410X5N1,69107,70172	ENA|LZHQ01000034|LZHQ01000034.1,45193,201490,UniRef50_A0A410X5N1,69107,70172
NZ_CP017774.1,70236,153718,UniRef50_A0A523YTI3,103271,105050	NZ_CP017774.1,70236,153718,UniRef50_A0A523YTI3,103271,105050
NZ_CM002692.1,119634,413139,UniRef50_A0A523YTI3,120656,122711	NZ_CM002692.1,119634,413139,UniRef50_A0A523YTI3,120656,122711
ENA|SINX01000001|SINX01000001.1,14961,169344,UniRef50_A0A2W7BY36,79285,80200	ENA|SINX01000001|SINX01000001.1,14961,169344,UniRef50_A0A2W7BY36,79285,80200
ENA|SINX01000001|SINX01000001.1,14961,169344,UniRef50_A0A2W7BY36,79285,80200	NZ_SIPY01000001.1,14647,171261,UniRef50_A0A2W7BY36,76030,76945
ENA|SINX01000001|SINX01000001.1,14961,169344,UniRef50_A0A2W7BY36,79285,80200	ENA|SIOB01000001|SIOB01000001.1,14647,164709,UniRef50_A0A2W7BY36,76030,76945
ENA|QRGA01000011|QRGA01000011.1,121859,226556,UniRef50_A0A523YTI3,213178,214909	ENA|QRGA01000011|QRGA01000011.1,121859,226556,UniRef50_A0A523YTI3,213178,214909
ENA|ODIP01000007|ODIP01000007.1,3169,77400,UniRef50_G8B1V1,35300,36131	ENA|ODIP01000007|ODIP01000007.1,3169,77400,UniRef50_G8B1V1,35300,36131
ENA|RZIJ01000007|RZIJ01000007.1,0,193656,UniRef50_A0A524AMH2,144433,144712	ENA|RZIJ01000007|RZIJ01000007.1,0,193656,UniRef50_A0A524AMH2,144433,144712
ENA|SXEB01000008|SXEB01000008.1,1066,75670,UniRef50_A0A1H4CHH6,71175,72111	ENA|SXEB01000008|SXEB01000008.1,1066,75670,UniRef50_A0A1H4CHH6,71175,72111
ENA|OXRF01000032|OXRF01000032.1,0,64416,UniRef50_A0A395XXF5,59172,60276	ENA|OXRF01000032|OXRF01000032.1,0,64416,UniRef50_A0A395XXF5,59172,60276
ENA|OXRF01000032|OXRF01000032.1,0,64416,UniRef50_A0A395XXF5,59172,60276	ENA|QZLI01000082|QZLI01000082.1,0,108473,UniRef50_A0A395XXF5,101416,102520
ENA|OXRF01000032|OXRF01000032.1,0,64416,UniRef50_A0A395XXF5,59172,60276	Ga0245119_100168,0,108944,UniRef50_A0A395XXF5,1952,3056
ENA|OXRF01000032|OXRF01000032.1,0,64416,UniRef50_A0A395XXF5,59172,60276	Ga0169232_10044,0,108692,UniRef50_A0A395XXF5,60510,61614
NZ_JH600068.1,4134581,4451725,UniRef50_A0A523YTI3,4410068,4411799	NZ_JH600068.1,4134581,4451725,UniRef50_A0A523YTI3,4410068,4411799
ENA|UPQG01000019|UPQG01000019.1,58848,164011,UniRef50_A0A523YTI3,141269,143357	ENA|UPQG01000019|UPQG01000019.1,58848,164011,UniRef50_A0A523YTI3,141269,143357
ENA|UPQG01000019|UPQG01000019.1,58848,164011,UniRef50_A0A523YTI3,141269,143357	ERZ917745.27146,0,163734,UniRef50_A0A523YTI3,140548,142636
ENA|UPQG01000019|UPQG01000019.1,58848,164011,UniRef50_A0A523YTI3,141269,143357	ERZ917529.25523,0,141229,UniRef50_A0A523YTI3,110378,112466
ENA|UPQG01000019|UPQG01000019.1,58848,164011,UniRef50_A0A523YTI3,141269,143357	ERZ977137.4,0,126539,UniRef50_A0A523YTI3,96199,98287
ENA|UPQG01000019|UPQG01000019.1,58848,164011,UniRef50_A0A523YTI3,141269,143357	ERZ915358.111497,0,151384,UniRef50_A0A523YTI3,20543,22631
ENA|UPQG01000019|UPQG01000019.1,58848,164011,UniRef50_A0A523YTI3,141269,143357	ERZ978039.5,0,131453,UniRef50_A0A523YTI3,100671,102759
ENA|UPQG01000019|UPQG01000019.1,58848,164011,UniRef50_A0A523YTI3,141269,143357	ERZ920778.45892,0,128276,UniRef50_A0A523YTI3,97741,99829
ENA|UPQG01000019|UPQG01000019.1,58848,164011,UniRef50_A0A523YTI3,141269,143357	ERZ849914.3,33211,110075,UniRef50_A0A523YTI3,81201,83289
NZ_QHMC01000002.1,208339,379745,UniRef50_Q6D0W6,299281,300313	NZ_QHMC01000002.1,208339,379745,UniRef50_Q6D0W6,299281,300313
ENA|RCWX01000001|RCWX01000001.1,1614926,1761587,UniRef50_A0A1R4FVH7,1677545,1678034	ENA|RCWX01000001|RCWX01000001.1,1614926,1761587,UniRef50_A0A1R4FVH7,1677545,1678034
ENA|UOOO01000031|UOOO01000031.1,44962,140526,UniRef50_UPI00036EE4E1,110462,111530	ENA|UOOO01000031|UOOO01000031.1,44962,140526,UniRef50_UPI00036EE4E1,110462,111530
ENA|NGZS01000121|NGZS01000121.1,69296,219731,UniRef50_A0A2N6K1I0,214062,215352	ENA|NGZS01000121|NGZS01000121.1,69296,219731,UniRef50_A0A2N6K1I0,214062,215352
ENA|NGZS01000121|NGZS01000121.1,69296,219731,UniRef50_A0A2N6K1I0,214062,215352	ENA|NHAA01000105|NHAA01000105.1,133786,271233,UniRef50_A0A2N6K1I0,138164,139454
NZ_CP032229.1,5203393,5512716,UniRef50_A0A523YTI3,5390666,5392517	NZ_CP032229.1,5203393,5512716,UniRef50_A0A523YTI3,5390666,5392517
ENA|JAFT01000002|JAFT01000002.1,0,56999,UniRef50_A0A4Y6V7V3,25057,26143	ENA|JAFT01000002|JAFT01000002.1,0,56999,UniRef50_A0A4Y6V7V3,25057,26143
NC_008600.1,252538,437627,UniRef50_A0A523YTI3,253895,256064	NC_008600.1,252538,437627,UniRef50_A0A523YTI3,253895,256064
NC_008600.1,252538,437627,UniRef50_A0A523YTI3,253895,256064	Ga0100911_11,252518,437605,UniRef50_A0A523YTI3,253874,256043
ENA|JXOE01000007|JXOE01000007.1,6741,173906,UniRef50_UPI0010A57296,169197,169689	ENA|JXOE01000007|JXOE01000007.1,6741,173906,UniRef50_UPI0010A57296,169197,169689
NZ_CP012071.1,477728,737913,UniRef50_A0A3B8NA03,715998,716304	NZ_CP012071.1,477728,737913,UniRef50_A0A3B8NA03,715998,716304
NZ_CP032832.1,0,351205,UniRef50_A0A662TFS2,278521,278794	NZ_CP032832.1,0,351205,UniRef50_A0A662TFS2,278521,278794
NZ_CP032832.1,0,351205,UniRef50_A0A662TFS2,278521,278794	ENA|UKLV02000013|UKLV02000013.1,0,99834,UniRef50_A0A662TFS2,81761,82034
ERZ914638.10794,51641,156030,UniRef50_A0A3E2UT44,63382,64183	ERZ914638.10794,51641,156030,UniRef50_A0A3E2UT44,63382,64183
ERZ925222.71855,586,138492,UniRef50_I9LJ09,41996,42980	ERZ925222.71855,586,138492,UniRef50_I9LJ09,41996,42980
ERZ919792.81512,85713,156355,UniRef50_A0A3E2UT44,127516,128383	ERZ919792.81512,85713,156355,UniRef50_A0A3E2UT44,127516,128383
ERZ916039.17978,143870,254769,UniRef50_A0A3E2UT44,231858,232188	ERZ916039.17978,143870,254769,UniRef50_A0A3E2UT44,231858,232188
ERZ826242.192,0,98079,UniRef50_A0A3B8NA03,48286,48628	ERZ826242.192,0,98079,UniRef50_A0A3B8NA03,48286,48628
ERZ826242.192,0,98079,UniRef50_A0A3B8NA03,48286,48628	ERZ857564.225,0,78557,UniRef50_A0A3B8NA03,29019,29361
ERZ1036535.4,0,170876,UniRef50_A0A523YTI3,159095,161222	ERZ1036535.4,0,170876,UniRef50_A0A523YTI3,159095,161222
ERZ1036535.4,0,170876,UniRef50_A0A523YTI3,159095,161222	ENA|NNCA01000002|NNCA01000002.1,311611,507944,UniRef50_A0A523YTI3,496163,498290
ERZ915604.11026,0,39023,UniRef50_B0MFZ8,35076,35958	ERZ915604.11026,0,39023,UniRef50_B0MFZ8,35076,35958
ANKQ01000002.1	ANKQ01000002.1
ARFV01000087.1	ARFV01000087.1
AOIR01000003.1,0,138067,UniRef50_A0A497A571,110846,111416	AOIR01000003.1,0,138067,UniRef50_A0A497A571,110846,111416
Ga0245331_1000206,0,101817,UniRef50_A0A2A4I7Y8,61262,62162	Ga0245331_1000206,0,101817,UniRef50_A0A2A4I7Y8,61262,62162
Ga0245331_1000206,0,101817,UniRef50_A0A2A4I7Y8,61262,62162	ERZ918097.20121,4554,68031,UniRef50_A0A2A4I7Y8,44233,45133
Ga0245331_1000206,0,101817,UniRef50_A0A2A4I7Y8,61262,62162	Ga0245142_100085,124692,186463,UniRef50_A0A2A4I7Y8,164344,165244
Ga0245331_1000206,0,101817,UniRef50_A0A2A4I7Y8,61262,62162	ERZ919717.54320,293,66831,UniRef50_A0A2A4I7Y8,38163,39063
Ga0245331_1000206,0,101817,UniRef50_A0A2A4I7Y8,61262,62162	ERZ918097.20121,17586,68031,UniRef50_A0A2A4I7Y8,44233,45133
Ga0245331_1000206,0,101817,UniRef50_A0A2A4I7Y8,61262,62162	Ga0245331_1000206,5022,88810,UniRef50_A0A2A4I7Y8,61262,62162
Ga0114089_100188,0,57765,UniRef50_A0A1H4CHH6,16197,17112	Ga0114089_100188,0,57765,UniRef50_A0A1H4CHH6,16197,17112
NZ_CP020704.1,4917363,5203268,UniRef50_A0A524AMH2,5091401,5092016	NZ_CP020704.1,4917363,5203268,UniRef50_A0A524AMH2,5091401,5092016
Ga0264002_12,863539,1048094,UniRef50_A0A1R4FVH7,907896,908562	Ga0264002_12,863539,1048094,UniRef50_A0A1R4FVH7,907896,908562
Ga0264002_12,863539,1048094,UniRef50_A0A1R4FVH7,907896,908562	NZ_CP017690.1,1046391,1230946,UniRef50_A0A1R4FVH7,1185922,1186588
Ga0169631_100041,0,129695,UniRef50_A0A523YTI3,123457,125611	Ga0169631_100041,0,129695,UniRef50_A0A523YTI3,123457,125611
Ga0219051_11,6223743,6407227,UniRef50_A0A523YTI3,6349315,6351100	Ga0219051_11,6223743,6407227,UniRef50_A0A523YTI3,6349315,6351100
NZ_LN810019.1,559732,818713,UniRef50_A0A3D1KJ32,733478,734108	NZ_LN810019.1,559732,818713,UniRef50_A0A3D1KJ32,733478,734108
NZ_CP012688.1,1291979,1459199,UniRef50_A0A524AMH2,1352436,1352976	NZ_CP012688.1,1291979,1459199,UniRef50_A0A524AMH2,1352436,1352976
NZ_CP012688.1,1291979,1459199,UniRef50_A0A524AMH2,1352436,1352976	NZ_CP021653.1,1291972,1459192,UniRef50_A0A524AMH2,1352429,1352969
ERZ824578.82,0,118837,UniRef50_A0A395XXF5,1930,3346	ERZ824578.82,0,118837,UniRef50_A0A395XXF5,1930,3346
ERZ824578.82,0,118837,UniRef50_A0A395XXF5,1930,3346	NZ_SHQG01000021.1,0,71005,UniRef50_A0A395XXF5,3492,4908
ERZ824578.82,0,118837,UniRef50_A0A395XXF5,1930,3346	ERZ824578.82,0,118837,UniRef50_A0A395XXF5,1930,3346
Ga0244122_100167,0,91832,UniRef50_A0A3B8NA03,54000,54342	Ga0244122_100167,0,91832,UniRef50_A0A3B8NA03,54000,54342
Ga0244122_100167,0,91832,UniRef50_A0A3B8NA03,54000,54342	ENA|OVYM01000087|OVYM01000087.1,0,110639,UniRef50_A0A3B8NA03,56323,56665
